recommendationid,language,sentiment,review,review_clean,playtime_at_review_hours,timestamp_created
222522050,english,positif,"I love playing PUBG a lot, its become one of my favourite games recently - but why are there differences between European and Korean servers? When I play on Korean servers, we can select which map we want to play - but on European servers we can't? It also seems that Korean servers get more events, I get it since its a Korean developer but I'd love to have these events globally too!",love play playerunknown battleground lot becom one favourit games recent differences european korean servers play korean servers select map want play european servers also seems korean servers get event get sinc korean developer love event global,141.2,2026-04-04 19:38:40
222521619,english,negatif,Not good ONLY FOR ME,good,0.6,2026-04-04 19:33:09
222519639,english,positif,very good game nice,good game nice,701.3,2026-04-04 19:06:43
222519278,english,positif,Its ok just full of try hards smD,ok full tri hard smd,7.0,2026-04-04 19:02:04
222518922,english,positif,peak,peak,4.4,2026-04-04 18:57:36
222518336,english,positif,sexy game,sexy game,30.5,2026-04-04 18:49:34
222514385,english,negatif,"This game is straight ASS 
recoil is ass 
players are ass 
I hate this game so much 
everyone who made this game should stop making games",game straight ass recoil ass player ass hate game much everyon made game stop make games,86.1,2026-04-04 17:58:43
222512807,english,positif,"""This game is so realistic it’s actually stressful.""",game realist actual stress,1444.6,2026-04-04 17:38:43
222501705,english,positif,Fun,fun,5.7,2026-04-04 15:18:57
222501285,english,positif,one of my fav,one fav,11.8,2026-04-04 15:13:34
222492833,english,positif,aswa,aswa,784.1,2026-04-04 13:22:35
222492329,english,positif,like good,like good,3.6,2026-04-04 13:14:53
222491455,english,positif,GOOD,good,133.5,2026-04-04 13:02:10
222488718,english,positif,nice,nice,34.9,2026-04-04 12:21:28
222487492,english,negatif,go away,go away,0.8,2026-04-04 12:02:44
222487403,english,negatif,game with rats,game rat,175.9,2026-04-04 12:01:28
222484764,english,positif,loot 30mins and die simulator,item rampas min die simul,100.1,2026-04-04 11:17:14
222481629,english,positif,"This game is a double-edged sword. You either play casual and get kills and feel like you're doing something, or you hug the blue zone in normal, silently kill from behind and still lose the last circle anyway because you're pitted against level 2500 (max level is 500, and there are 5 tiers or those). Just play the 1 hour it gives you a day with friends and you will love it. Otherwise don't bother, it will kill your nervous system and your girlfriend will cheat on you.",game doubl edg sword either play casual get kill feel like something hug blue zona aman normal silent kill behind still lose last lingkar aman anyway pit level max level tier play hour give day friend love otherwis bother kill nervou system girlfriend curang,46.0,2026-04-04 10:22:55
222480371,english,positif,th,th,590.7,2026-04-04 10:00:25
222480011,english,positif,q wd,wd,1538.3,2026-04-04 09:54:22
222479738,english,positif,good game,good game,328.0,2026-04-04 09:50:02
222479097,english,positif,very difficult,difficult,4.5,2026-04-04 09:38:11
222473640,english,positif,Super,super,244.8,2026-04-04 07:51:28
222473274,english,positif,nc,nc,2.7,2026-04-04 07:44:34
222471859,english,positif,funny :v,funni,983.0,2026-04-04 07:16:03
222471392,english,positif,nice,nice,5.7,2026-04-04 07:07:10
222465080,english,negatif,"Too many hackers, its too grindy, leveling is way too hard, and it crashes alot. Gunplay is fun guns are diverse but the bad things about this game outweigh the good things.",mani hacker grindi level way hard crash alot gunplay fun gun diverse bad thing game outweigh good thing,118.3,2026-04-04 04:54:47
222464535,english,positif,i like it,like,5.3,2026-04-04 04:44:04
222463514,english,negatif,quá nhiều hack,qu nhi hack,1066.3,2026-04-04 04:23:54
222461598,english,positif,aaaai likkkeu diss game,aaaai likkkeu diss game,92.7,2026-04-04 03:44:56
222460795,english,positif,Great game,great game,515.3,2026-04-04 03:28:59
222459756,english,positif,fkin awe some,fkin awe,99.8,2026-04-04 03:09:19
222456486,english,negatif,piece of ♥♥♥♥,piec,570.0,2026-04-04 02:08:06
222454316,english,positif,nice,nice,1567.6,2026-04-04 01:27:40
222453936,english,positif,this is a good game for over 10 years old and it is fun to play with your friends,good game year old fun play friend,299.1,2026-04-04 01:20:23
222451131,english,positif,GOOD GAME GUYS,good game guy,38.1,2026-04-04 00:25:14
222447618,english,negatif,people are hacking and there is nothing being done about it.,people hack noth done,282.8,2026-04-03 23:16:19
222446230,english,negatif,very short time to kill,short time kill,24.4,2026-04-03 22:51:49
222445660,english,positif,"Game good, Aim bad",game good aim bad,911.0,2026-04-03 22:41:29
222445025,english,negatif,mostly poop game,mostli poop game,0.4,2026-04-03 22:30:37
222444082,english,positif,"Pretty fun game! 10/10 driving the cars is the best part,  i've crashed into a wall and instantly died at least 10 times so far.",pretti fun game drive car best part crash wall instantli died least times far,34.3,2026-04-03 22:14:31
222437775,english,positif,Good Game,good game,25913.0,2026-04-03 20:40:36
222437347,english,negatif,nooooo,nooooo,232.7,2026-04-03 20:34:25
222428828,english,positif,good game,good game,95.2,2026-04-03 18:38:46
222428526,english,positif,Nice,nice,483.2,2026-04-03 18:34:50
222425800,english,negatif,I get 400lvl enemies everytime I play how do you want me to compete against them?,get lvl enemi everytim play want compete,71.3,2026-04-03 17:58:48
222424173,english,positif,"Jump
Die
Repeat

Best Game ever!",jump die repeat best game ever,357.3,2026-04-03 17:37:43
222421747,english,positif,chicken dinner,chicken dinner,141.9,2026-04-03 17:05:37
222419685,english,positif,"Fun battle royale, important to be cautious. Gives a WARish feeling. 8/10",fun battl royal import cautiou give warish feel,69.8,2026-04-03 16:38:41
222413826,english,negatif,"Dumb game with bad servers and bad Ping, fix your stupid game",dumb game bad servers bad latensi jaring fix stupid game,38.6,2026-04-03 15:21:47
222413266,english,positif,asdad,asdad,2232.8,2026-04-03 15:14:25
222412529,english,positif,nice,nice,12.7,2026-04-03 15:04:33
222411727,english,positif,good game,good game,13.3,2026-04-03 14:54:23
222404438,english,positif,"great game,makes me suicidal",great game makes suicid,21.5,2026-04-03 13:14:13
222401223,english,positif,"PUBG better than any, dislike the cheater",playerunknown battleground better dislike cheater,1136.2,2026-04-03 12:21:00
222399892,english,positif,Game Good,game good,40.8,2026-04-03 11:57:41
222399240,english,positif,gem ini kerennn bgt,gem kerennn,883.9,2026-04-03 11:46:29
222396452,english,positif,fire game,fire game,79.8,2026-04-03 10:58:02
222393663,english,positif,its great,great,5.1,2026-04-03 10:02:36
222391701,english,positif,ALL BEST,best,1018.0,2026-04-03 09:22:07
222390750,english,positif,"Played the game for around 30 hours in, really enjoyed the gameplay and more contents into the recent update. I played the mobile version before, it was a fun experience to have. Although the matchmaking feels a lot more unbalanced in the Normal mode, because I queued with my friends then met a full level 300-500 squads just straightly burning us down the line. Horrible, it's horrible to play against those players especially for the new players logging in for the first time.

One more things to consider about. To fill in the player cap at 64-100 players, the game includes bots with AI in the field so they can 'mimic' enemies while constantly giving up more noises on the battle. I think it's pretty unnecessary things to keep in the game, should have replace the bots with real players instead, so the gameplay is truly competitive (of course with the fair matchmaking on levels and so on).

I'm having fun playing the game, looting, running around or driving with cars and bikes, but the game needs more quality improvements on the matchmaking wise. I would be interested to grind more mechanical skills if my enemies have the same range of skillset too.

Have a good day :3",play game around hour realli enjoy gameplay content recent baru play mobil version fun experience although cari lawan feel lot unbalanc normal mode queu friend met full level squad straightli burn us line horribl horribl play player especially new player log first time one thing consid fill player cap player game includ bot ai field mimic enemi constantli give noises battl think pretti unnecessari thing keep game replac bot real player instead gameplay truli competitive cours fair cari lawan level fun play game ambil item run around drive car bikes game need qualiti improvements cari lawan wise would interested grind mechanical skill enemi rang skillset good day,35.1,2026-04-03 09:01:58
222389119,english,positif,Like,like,69.7,2026-04-03 08:26:32
222387627,english,positif,Need good friends to carry. If you're bad like me just drop far away and farm items till you're ready to fight. Fun game to play with friends~,need good friend carri bad like drop far away farm item till readi fight fun game play friend,11.1,2026-04-03 07:51:45
222387020,english,positif,good game but u should be able to play with ur friend on ps5,good game abl play ur friend ps,3.6,2026-04-03 07:37:46
222387005,english,positif,the otpimization is very bad.. but if you have a cpu better than me i think youll be okay.. but if you dont have a 400$ cpu dont think think youll have 120+ STEADY. Fun overall if you start to get good.,otpim bad cpu better think youll okay dont cpu dont think think youll steadi fun overal start get good,581.9,2026-04-03 07:37:24
222386207,english,positif,very nice game!,nice game,2428.8,2026-04-03 07:18:51
222382710,english,positif,this game sucks,game suck,1.8,2026-04-03 05:53:15
222381727,english,positif,love it,love,6.0,2026-04-03 05:30:41
222380981,english,positif,GAME DEE,game dee,373.2,2026-04-03 05:13:36
222380512,english,negatif,clowngame full of cheaters,clowngam full cheaters,21.5,2026-04-03 05:01:55
222380056,english,negatif,Crab gaming,crab game,439.2,2026-04-03 04:51:17
222379195,english,positif,guns,gun,118.0,2026-04-03 04:31:05
222378624,english,negatif,"always thought this game was free, but you seriously need a fkn paid subscription for ranked? lmao ill just stick with mobile for this one.",alway thought game free seriously need fkn paid subscript peringkat lmao ill stick mobil one,0.3,2026-04-03 04:18:17
222377730,english,negatif,Always stuck at initializing,alway stuck initi,12.4,2026-04-03 03:58:48
222377091,english,positif,GOOD,good,56.0,2026-04-03 03:44:25
222374035,english,positif,ta weno,ta weno,79.1,2026-04-03 02:37:32
222372870,english,positif,GOOD gam might have skitzofrenia everytime i get shot at it feels like i have to look 7000 yards away to see where im getting shot from,good gam might skitzofrenia everytim get shot feel like look yard away see im get shot,4.2,2026-04-03 02:12:31
222369828,english,positif,HCCA ATHC,hcca athc,31.3,2026-04-03 01:06:19
222369294,english,positif,bad,bad,39.5,2026-04-03 00:54:34
222368794,english,positif,Good game.,good game,104.5,2026-04-03 00:44:16
222367401,english,negatif,fornite is just better,fornit better,2.2,2026-04-03 00:14:41
222362849,english,positif,just wish there was sever for people in south africa very big disadvantage with ping,wish sever people south africa big disadvantage latensi jaring,24.5,2026-04-02 22:43:49
222361821,english,positif,best game,best game,218.3,2026-04-02 22:24:34
222361075,english,positif,Good gaME,good game,71.5,2026-04-02 22:11:31
222355774,english,positif,"war witzig, menü ist katastrophe",war witzig men ist katastroph,50.6,2026-04-02 20:43:47
222353572,english,positif,"Great game, lots of fun!

My only real issue is that it’s the ONLY program/game I have Windows installed for on a dual boot. I’ve been on Linux for years, and it’s nice to see more people giving it a shot. Proton is getting better by the second. But having to jump through hoops just to play this individual game is a bit frustrating. I basically have a whole different OS installed just to play PUBG.

It kind of feels like when I almost purchased a PS5 just to play FF7 Rebirth when it came out (I borrowed one).",great game lot fun real issu program game window instal dual boot linux year nice see people give shot proton get better second jump hoop play individual game bit frustrat basic whole different os instal play playerunknown battleground kind feel like almost purchased ps play ff rebirth came borrow one,124.2,2026-04-02 20:09:52
222353013,english,negatif,trash matchmaking trash movement trash optimization,trash cari lawan trash movement trash optim,31.5,2026-04-02 20:01:49
222351786,english,positif,"Fast play, but lot of hackers",fast play lot hacker,41.2,2026-04-02 19:42:49
222351407,english,negatif,Trash Anti-cheat.,trash anti curang,0.3,2026-04-02 19:36:52
222347088,english,positif,toll,toll,80.8,2026-04-02 18:33:53
222345395,english,positif,Not bad,bad,1.6,2026-04-02 18:09:58
222343651,english,positif,pabag,pabag,0.8,2026-04-02 17:46:50
222342717,english,positif,"slower pace, not as quick to kill.",slower pace quick kill,12.2,2026-04-02 17:33:06
222340696,english,positif,"PUBG is not perfect. I've played from the E.A. days so I've seen how bad things have been as well as seen the positives.

Pros: Game has a grounded feel, not super-crazy movement hell for more slow paced gameplay. The hit detection has been massively improved and rarely feels off now. QoL has gotten much higher without killing how the game feels. Personally, I also like the near-instant TTK as long as you have the skills to pull it off. Guns feel mostly varied and solid to use, nothing in the game besides melee weps are nearly useless.

Cons: Some games, RNG screws you so you get garbage / ring spawns on the other side of the map and you travel 15 minutes to the other side just to be instantly killed reaching the ring after 0 action. I personally haven't noticed many cheaters but you'll usually run into one within a few hrs of playtime and others seem to complain of it a lot more. Half of the maps are reaaaally not good with far too much area to span with low vehicle numbers or no cover or just flat out play like butt.

Overall it is a game that has been fixed up from the early days and somewhat forgotten since. It's a game where I instantly understand when someone doesn't like it or feel a mutual rush when a friend hits a nasty shot. There's a lot of good and bad in PUBG but I'd say with some patience you can learn to vibe here.",playerunknown battleground perfect play day seen bad thing well seen posit pro game ground feel super crazi movement hell slow pace gameplay hit detect massiv improv rare feel qol gotten much higher without kill game feel personally also like near instant ttk long skill pull gun feel mostli vari solid use noth game besid melee wep nearli useless con games random number gener screw get garbag ring spawn side map travel minut side instantli kill reach ring action personally notic mani cheaters usual run one within playtim other seem complain lot half map reaaaalli good far much area span low vehicl numbers cover flat play like butt overal game fix earli day somewhat forgotten sinc game instantli understand someone like feel mutual serang cepat friend hit nasti shot lot good bad playerunknown battleground say patienc learn vibe,406.2,2026-04-02 17:03:28
222340573,english,positif,yes very gud time pubg battle grund,ye gud time playerunknown battleground battl grund,3.5,2026-04-02 17:02:04
222338340,english,positif,nice,nice,144.6,2026-04-02 16:28:55
222337520,english,negatif,what a trash ass ♥♥♥♥♥♥♥ game. lets start with the main menu not even being navigable. what the ♥♥♥♥ is tpp and fpp who knows cause it doesnt tell you! then i sat there for 2 mins trying to q which never did.  ♥♥♥♥♥♥ ass game with nothing but chinese ass hackers in it anyway,trash ass game let start main menu even navig tpp fpp know caus doesnt tell sat min tri never ass game noth chines ass hacker anyway,1.5,2026-04-02 16:15:56
222335849,english,negatif,good game but you have pay to play ranked?!?!!?!...... like who does that?!?!? cant you just sell skins like every other free game? ridicules. o and the game is full of cheaters,good game pay play peringkat like cant sell skin like everi free game ridicules game full cheaters,29.6,2026-04-02 15:52:02
222334860,english,negatif,lagging and quitting,latensi tinggi quit,236.1,2026-04-02 15:38:06
222333564,english,positif,best game ever,best game ever,377.7,2026-04-02 15:19:06
222333378,english,positif,good,good,358.6,2026-04-02 15:16:24
222333184,english,negatif,Optimize your game,optim game,30.4,2026-04-02 15:13:45
222332038,english,negatif,gnn lanjioa daiji lanjiao game,gnn lanjioa daiji lanjiao game,23.8,2026-04-02 14:57:27
222330497,english,positif,good game,good game,206.6,2026-04-02 14:34:24
222328980,english,positif,It's ok.,ok,203.9,2026-04-02 14:11:18
222328922,english,positif,Its fun but would've been better If I could choose the maps I wanna play.,fun would better could choos map wan na play,54.8,2026-04-02 14:10:21
222328481,english,positif,"insanely unoptimized game, other than that I really love PUBG",insan unoptim game realli love playerunknown battleground,29.6,2026-04-02 14:03:34
222326973,english,positif,pulan el,pulan el,77.0,2026-04-02 13:39:08
222325504,english,positif,maka boang,boang,34.2,2026-04-02 13:15:38
222324180,english,positif,try to optimise than making any other updates.,tri optimis make updat,19.8,2026-04-02 12:53:14
222324010,english,positif,siken ni Diwata for dinner,siken ni diwata dinner,30.1,2026-04-02 12:50:08
222323873,english,positif,Kinda hard but fun,kinda hard fun,36.6,2026-04-02 12:47:59
222320088,english,positif,amazing game,amaz game,4.4,2026-04-02 11:38:07
222318463,english,positif,GREAT GAME,great game,0.8,2026-04-02 11:06:36
222316715,english,positif,fantastic,fantast,17.4,2026-04-02 10:28:03
222316022,english,positif,i am new in this game its a greate game ia played,new game great game play,8.8,2026-04-02 10:11:27
222314201,english,positif,good,good,25.2,2026-04-02 09:28:41
222313659,english,positif,Great game but please remove the bots. Otherwise you might as well rename it to Player Unknowns Bot Game.,great game pleas remov bot otherwis might well renam player unknown main bot game,48.4,2026-04-02 09:15:16
222312913,english,positif,A ATTRACTIVE GAME !,attract game,3.0,2026-04-02 08:56:31
222312353,english,positif,GG,good game,753.5,2026-04-02 08:43:04
222308872,english,positif,Maze dar,maze dar,154.0,2026-04-02 07:09:58
222307949,english,positif,Greatest game ever made. PUBG. PUBG.,greatest game ever made playerunknown battleground playerunknown battleground,176.0,2026-04-02 06:45:39
222307920,english,negatif,1. Trash game 2. trash ceo 3. best server is 200ms latency 4. cheaters 5. buggy api 6. buggy game play,trash game trash ceo best server ms latenc cheaters buggi api buggi game play,915.5,2026-04-02 06:44:49
222307055,english,positif,"Love the tactical feel of this game. Cheaters are still annoying sometimes, but nothing beats getting that Chicken Dinner.",love tactic feel game cheaters still annoy sometimes noth beat get chicken dinner,149.3,2026-04-02 06:21:31
222305201,english,positif,Amazing experience!,amaz experience,144.7,2026-04-02 05:29:06
222305131,english,positif,"though it was bad. It was, but in a good way",though bad good way,4.0,2026-04-02 05:26:33
222304861,english,positif,good game,good game,76.6,2026-04-02 05:18:54
222295563,english,positif,fun,fun,242.2,2026-04-02 01:33:21
222294382,english,positif,w game,game,19.6,2026-04-02 01:07:35
222293905,english,positif,ok,ok,11.0,2026-04-02 00:56:24
222285737,english,positif,vss,vss,23.6,2026-04-01 22:33:53
222283277,english,positif,ez game,ez game,9.7,2026-04-01 21:49:04
222282353,english,positif,yes,ye,72.3,2026-04-01 21:32:34
222282286,english,positif,Good game,good game,111.5,2026-04-01 21:31:30
222276454,english,positif,"pubg is mega idiot ♥♥♥♥ ♥♥♥♥♥ yes

edit: varski downloaded it and we play again so pubg very good atk game",playerunknown battleground mega idiot ye edit varski download play playerunknown battleground good atk game,1948.8,2026-04-01 19:56:27
222275806,english,negatif,"No Bazzite/Liunux support. Switched to this thinking it would work (All my other games work 100%), but it doesnt. Cant recommend, very backward for devs to not support Linux when so many players changing to SteamOS and the like",bazzit liunux support switch think would work games work doesnt cant recommend backward dev support linux mani player chang steamo like,255.0,2026-04-01 19:46:56
222275786,english,positif,pubg!,playerunknown battleground,1004.6,2026-04-01 19:46:31
222275781,english,positif,i learned indian in few hours,learn indian hour,34.2,2026-04-01 19:46:30
222275129,english,positif,China #1,china,505.2,2026-04-01 19:36:38
222270901,english,positif,eZ!,ez,4.5,2026-04-01 18:32:49
222266990,english,positif,ywees,ywee,13.0,2026-04-01 17:34:07
222265053,english,positif,fun game,fun game,5.2,2026-04-01 17:04:57
222264895,english,positif,good,good,54.3,2026-04-01 17:02:45
222261132,english,positif,"very nice, too many hackers though",nice mani hacker though,78.7,2026-04-01 16:06:36
222260792,english,positif,great game,great game,18.2,2026-04-01 16:01:13
222259654,english,positif,better than fornite,better fornit,18.9,2026-04-01 15:44:38
222258178,english,positif,"good game, fun and challenging",good game fun challeng,4.4,2026-04-01 15:22:13
222258033,english,positif,asd,asd,193.0,2026-04-01 15:19:46
222256970,english,negatif,im gay,im gay,65.8,2026-04-01 15:03:26
222254953,english,positif,w game,game,358.9,2026-04-01 14:33:09
222254818,english,negatif,yarrak gibi oyun,yarrak gibi oyun,107.7,2026-04-01 14:31:37
222254540,english,positif,well,well,3.2,2026-04-01 14:26:47
222252700,english,negatif,Nhu cc,nhu cc,910.2,2026-04-01 13:58:06
222252648,english,positif,very good game and fun and enjoyment with friends,good game fun enjoyment friend,30.7,2026-04-01 13:57:10
222252621,english,positif,BEST,best,15.2,2026-04-01 13:56:44
222250347,english,positif,good,good,5.3,2026-04-01 13:17:58
222247516,english,negatif,rubbish,rubbish,30.6,2026-04-01 12:26:46
222245227,english,negatif,dqwdqwd fdqw rfqwfw f wqfewf,dqwdqwd fdqw rfqwfw wqfewf,186.6,2026-04-01 11:41:30
222244051,english,positif,mgm,mgm,5.0,2026-04-01 11:16:04
222243088,english,positif,ok,ok,1635.1,2026-04-01 10:56:01
222241955,english,negatif,huyta,huyta,17.7,2026-04-01 10:30:12
222241858,english,negatif,"Play it for free and don't care about any paid in-game items.

The moneygrab is so f**kedup, it's unreal.

Many cheaters and scripted players in some lobbies.

Gameplay is a 8/10 though, love to play it with friends.",play free care paid game item moneygrab dup unreal mani cheaters script player lobbi gameplay though love play friend,704.1,2026-04-01 10:28:00
222240812,english,positif,pubg is good game but hard to control recoil and aids support,playerunknown battleground good game hard control recoil aid support,13.8,2026-04-01 10:04:26
222238841,english,negatif,HACKERS,hacker,144.8,2026-04-01 09:15:39
222238813,english,positif,super,super,3.2,2026-04-01 09:14:45
222238201,english,positif,gg best game,good game best game,247.4,2026-04-01 08:57:48
222238099,english,positif,good,good,165.3,2026-04-01 08:55:12
222237974,english,negatif,"I used to believe that we were dumb. Until i came across this game. Now i believe my friends are dumb. This has nothing to do with this game. But the gun fight could have been better. Although, my friends would have been dumb then also.",used believ dumb came across game believ friend dumb noth game gun fight could better although friend would dumb also,40.0,2026-04-01 08:51:56
222237386,english,positif,still fun in 2026,still fun,279.9,2026-04-01 08:35:59
222232899,english,negatif,lets play the game oh a update ok. next day lets play the game oh another update ok next day the same next day the same too many updates,let play game oh baru ok next day let play game oh anoth baru ok next day next day mani updat,203.0,2026-04-01 06:28:59
222232095,english,positif,good game,good game,55.7,2026-04-01 06:04:53
222232037,english,positif,pubg,playerunknown battleground,22.2,2026-04-01 06:02:58
222231892,english,positif,good game with too many hackers,good game mani hacker,215.1,2026-04-01 05:58:40
222229234,english,positif,i like it,like,8.8,2026-04-01 04:48:38
222228769,english,positif,FUN,fun,78.3,2026-04-01 04:35:43
222228759,english,negatif,too many cheaters,mani cheaters,4.7,2026-04-01 04:35:25
222228727,english,positif,The OG battle royal.,og battl royal,341.5,2026-04-01 04:34:33
222228299,english,negatif,"I don’t know why, but I keep getting the same error(BE Service is not running properly), and I’ve already asked PUBG support, but they just keep giving me the same answer over and over without a clear solution.",know keep get error service run properly alreadi asked playerunknown battleground support keep give answer without clear solut,1963.4,2026-04-01 04:23:27
222228021,english,positif,idk,idk,6.7,2026-04-01 04:16:37
222227593,english,positif,BRILLIANT,brilliant,14.8,2026-04-01 04:06:00
222227485,english,negatif,terrible game,terrible game,98.7,2026-04-01 04:03:12
222226771,english,positif,better than fortnite,better fortnit,36.9,2026-04-01 03:45:44
222226061,english,negatif,"Why is the red zone even a ♥♥♥♥♥♥♥ thing? I was having a great match and it immediately spawned on my location and killed me in one shot, why they choose to keep this ♥♥♥♥ in the game is beyond me.",red zona aman even thing great match immediately spawn locat kill one shot choos keep game beyond,30.8,2026-04-01 03:28:04
222225904,english,positif,FUN,fun,5.9,2026-04-01 03:23:49
222225889,english,positif,Game was fun during the early days :),game fun earli day,109.7,2026-04-01 03:23:22
222225533,english,positif,if you're into ♥♥♥ denial this is the game for you!,denial game,184.7,2026-04-01 03:13:42
222224545,english,positif,"Played one match, won it, uninstalled. 

Best way to experience it.",play one match uninstal best way experience,1.0,2026-04-01 02:50:15
222223282,english,positif,PAIN,pain,644.9,2026-04-01 02:22:48
222222727,english,positif,what a nice!!,nice,707.1,2026-04-01 02:10:37
222220975,english,positif,After 1800+ hours I am starting to get bored of the game. But that should tell you how fun it was for me :),hour start get bore game tell fun,1871.4,2026-04-01 01:31:22
222215787,english,positif,ok,ok,2748.2,2026-03-31 23:40:08
222215478,english,positif,GOOD,good,32.2,2026-03-31 23:33:24
222214731,english,positif,good good,good good,5259.7,2026-03-31 23:17:36
222211289,english,negatif,They are forcing TPP so dont even bother trying this game,forc tpp dont even bother tri game,2263.0,2026-03-31 22:12:46
222208740,english,positif,so many hacks,mani hack,1312.7,2026-03-31 21:26:41
222206752,english,negatif,"Stupid anti cheat refuses to launch game, I have reinstalled it and Battle eye and still wont work. I can run BF6 and BO7 no problem, but this old game refuses to work. Oh well. Uninstalled.",stupid anti curang refuses launch game reinstal battl eye still wont work run bf bo problem old game refuses work oh well uninstal,870.3,2026-03-31 20:54:29
222203222,english,positif,this game sucks ass,game suck ass,10.6,2026-03-31 20:01:05
222202931,english,negatif,Optimization piss of ♥♥♥♥,optim piss,185.7,2026-03-31 19:56:42
222200662,english,negatif,It Clogs my pc like the dump i take on my toilet,clog pc like dump take toilet,0.3,2026-03-31 19:24:41
222198472,english,positif,gg,good game,8.6,2026-03-31 18:52:28
222195524,english,negatif,battle eye won't allow the game to launch smh,battl eye allow game launch smh,0.4,2026-03-31 18:10:34
222190841,english,positif,love this game DEOWNNNN,love game deownnnn,10.2,2026-03-31 17:03:10
222187068,english,positif,gg,good game,27.1,2026-03-31 16:07:37
222186827,english,positif,nice,nice,85.3,2026-03-31 16:04:25
222185096,english,positif,good,good,1664.9,2026-03-31 15:39:47
222183883,english,positif,NICE,nice,979.0,2026-03-31 15:22:19
222182578,english,positif,yes,ye,3.0,2026-03-31 15:04:46
222182182,english,positif,1shot,shot,5061.1,2026-03-31 14:59:52
222180788,english,positif,fun,fun,8.7,2026-03-31 14:39:36
222179439,english,positif,just play,play,1391.1,2026-03-31 14:20:54
222177580,english,positif,relly fun tu play and its free,relli fun tu play free,55.4,2026-03-31 13:54:37
222177000,english,positif,good but needs a refresh,good need refresh,79.9,2026-03-31 13:46:15
222175404,english,positif,himass,himass,15.0,2026-03-31 13:20:49
222173848,english,positif,good,good,3817.1,2026-03-31 12:55:20
222172836,english,positif,bardagulan,bardagulan,1779.7,2026-03-31 12:36:49
222172672,english,negatif,So I like the idea of Pubg. And I've played it well over 100hrs. But I'm going to give it a recommend no. Considering that they use kernal anti cheat and they still have more hackers and cheaters then ever before.... They kill off all Linux support. So you can't claim the anti cheat is just for cheaters when it doesn't work. Also btw - just found out that the anti cheat does support linux. How about you open the door up to more players?,like idea playerunknown battleground play well go give recommend consid use kernal anti curang still hacker cheaters ever kill linux support claim anti curang cheaters work also btw found anti curang support linux open door player,125.0,2026-03-31 12:33:59
222168575,english,positif,dog gaam,dog gaam,17.1,2026-03-31 11:15:58
222167771,english,positif,Fun Fun Fun Fun Fun fun,fun fun fun fun fun fun,1078.5,2026-03-31 10:59:16
222167264,english,positif,TS IS SO ASSSSS,ts asssss,627.1,2026-03-31 10:48:07
222166262,english,positif,"very good, very nice",good nice,80.9,2026-03-31 10:25:49
222165722,english,positif,yeah,yeah,4.6,2026-03-31 10:13:53
222165372,english,positif,:ooooo,ooooo,219.3,2026-03-31 10:06:16
222164508,english,positif,good,good,5008.4,2026-03-31 09:46:58
222163554,english,positif,its good,good,4.4,2026-03-31 09:23:40
222154299,english,positif,"First person shooter, runs well on min hardware (8GB VRAM), all players stats are the same meaning people that make purchases don't have an advantage over people that don't make purchases, and it's developed on the unreal_engine, what's not to like?!",first person shooter run well min hardwar gb vram player stat meaning people make purchases advantag people make purchases developed unreal engin like,114.3,2026-03-31 05:15:07
222152200,english,positif,BaaBaaGee,baabaage,22.1,2026-03-31 04:24:32
222147266,english,positif,good,good,7.7,2026-03-31 02:28:03
222143937,english,positif,"Many Shooting, Much Wow",mani shoot much wow,666.1,2026-03-31 01:14:13
222141371,english,negatif,This game is a mess.,game mess,219.2,2026-03-31 00:16:19
222138785,english,positif,"The battle royale genre is lots of fun, and PUBG is the best it has to offer. The gunplay is immersive and realistic (let's not mention the part where your bullets don't even penetrate an opponent's palm and reach the body, unlike in CS2). You can feel frustrated when playing PUBG, especially solo. Your first chicken dinner might happen after 100 hours or more. But the feels you get after winning against the odds are unmatched in this game. You lose this feeling over time as you get better, but you begin appreciating your mastery of the game at that point.
For beginners, I recommend not hiding. Instead, take open positions and ALWAYS keep moving. That way you’re harder to hit for snipers, and you’ll have a better chance to spot enemies and take fair fights you can actually win.
Now, let's move to the one BIG con.
Developers of this game will do everything to kill it (e.g. forcing TPP in competitive, adding silly skins and items, ignoring feedback on the maps, forcing ♥♥♥♥♥♥ maps on the players, cheaters), but I can still recommend PUBG in its current state though it’s all held together with duct tape.",battl royal genr lot fun playerunknown battleground best offer gunplay immersive realist let mention part bullet even penetrate oppon palm reach bodi unlik cs feel frustrat play playerunknown battleground especially main first chicken dinner might happen hour feel get win odd unmatch game lose feel time get better begin appreci mastery game point beginn recommend hiding instead take open posit alway keep move way harder hit snipers better chanc spot enemi take fair fight actual win let move one big con developers game everyth kill forc tpp competitive adding silli skin item ignor feedback map forc map player cheaters still recommend playerunknown battleground current state though held togeth duct tape,424.0,2026-03-30 23:22:01
222138525,english,positif,Awesome !!!,awesom,1038.5,2026-03-30 23:17:00
222132620,english,positif,can you give me plus free moaz <3,give plu free moaz,29.1,2026-03-30 21:23:44
222131771,english,positif,gud gamme,gud gamm,64.6,2026-03-30 21:09:06
